Id,SalePrice
1461,112991.35
1462,145783.2
1463,178310.14
1464,205875.08
1465,180307.55
1466,176802.1
1467,196043.1
1468,169475.49
1469,186854.36
1470,121189.07
1471,188679.72
1472,98887.69
1473,97622.52
1474,147015.71
1475,116561.65
1476,317060.0
1477,243613.07
1478,258668.7
1479,265719.53
1480,497800.65
1481,309090.93
1482,215081.76
1483,169622.09
1484,176567.45
1485,202022.28
1486,195300.39
1487,299150.47
1488,233555.03
1489,188844.5
1490,217231.65
1491,191203.21
1492,86922.69
1493,201090.39
1494,291208.75
1495,275332.97
1496,230759.17
1497,168152.18
1498,173658.11
1499,164426.37
1500,158573.21
1501,176583.51
1502,152903.98
1503,278845.43
1504,245023.78
1505,227967.3
1506,198661.28
1507,251878.77
1508,210112.01
1509,158071.35
1510,148538.42
1511,152887.94
1512,169918.19
1513,150388.01
1514,145351.69
1515,209873.76
1516,158567.9
1517,163628.06
1518,127749.27
1519,211194.75
1520,127503.73
1521,123483.44
1522,178870.39
1523,110334.68
1524,126142.2
1525,120534.11
1526,110705.9
1527,108683.63
1528,139419.03
1529,143336.32
1530,220577.23
1531,119435.33
1532,96540.91
1533,146500.05
1534,123340.88
1535,138578.9
1536,107659.18
1537,57610.97
1538,163745.49
1539,201047.53
1540,91361.2
1541,141556.98
1542,117445.85
1543,176068.72
1544,87521.78
1545,118110.69
1546,141981.41
1547,128864.97
1548,134148.56
1549,120468.7
1550,130513.29
1551,100626.32
1552,136635.96
1553,137417.26
1554,129311.77
1555,148458.19
1556,78682.71
1557,97073.38
1558,101984.45
1559,68862.69
1560,132820.97
1561,112820.4
1562,130693.06
1563,118180.84
1564,156302.85
1565,143707.75
1566,249448.57
1567,77690.17
1568,232643.74
1569,128465.98
1570,149851.12
1571,122123.2
1572,147186.67
1573,240372.53
1574,116426.84
1575,223566.09
1576,273051.24
1577,191928.6
1578,150776.94
1579,140344.56
1580,199161.43
1581,160497.47
1582,131651.28
1583,304241.17
1584,223964.99
1585,142523.29
1586,79431.32
1587,111173.55
1588,161493.63
1589,98571.36
1590,140165.09
1591,94389.95
1592,109356.84
1593,129165.5
1594,128048.41
1595,95342.88
1596,203056.09
1597,172876.64
1598,206327.17
1599,178905.36
1600,168595.82
1601,68774.44
1602,109252.48
1603,78550.48
1604,237308.38
1605,248641.12
1606,174724.79
1607,181406.51
1608,231852.23
1609,182965.52
1610,153400.35
1611,142487.55
1612,168572.46
1613,178248.36
1614,135559.6
1615,95692.0
1616,77146.95
1617,98670.8
1618,133636.87
1619,153138.22
1620,153992.17
1621,133363.13
1622,153200.8
1623,280210.01
1624,214301.5
1625,114344.47
1626,179074.62
1627,189406.9
1628,285078.2
1629,190377.27
1630,316170.27
1631,219975.39
1632,216782.23
1633,189547.97
1634,192050.11
1635,183122.72
1636,156442.4
1637,188616.91
1638,183718.63
1639,200496.72
1640,261537.17
1641,180560.18
1642,225767.03
1643,209283.19
1644,228846.8
1645,201435.91
1646,163557.31
1647,156894.2
1648,129382.98
1649,141794.35
1650,120628.06
1651,127526.97
1652,101055.99
1653,105626.6
1654,142714.07
1655,140105.49
1656,135843.86
1657,147673.23
1658,143781.15
1659,128129.09
1660,160014.19
1661,390446.77
1662,353364.82
1663,333406.88
1664,453420.79
1665,277983.6
1666,306045.71
1667,337090.49
1668,317714.2
1669,272421.78
1670,301886.74
1671,254033.4
1672,387567.26
1673,285616.5
1674,246215.54
1675,191768.3
1676,193027.76
1677,210621.19
1678,435197.79
1679,340613.66
1680,293218.82
1681,221986.19
1682,291396.56
1683,188790.32
1684,180763.69
1685,174843.29
1686,184767.4
1687,178676.11
1688,188157.68
1689,195921.22
1690,205256.37
1691,195308.38
1692,258480.38
1693,173630.78
1694,189909.46
1695,178121.85
1696,267016.85
1697,189834.3
1698,342367.64
1699,335829.57
1700,249343.69
1701,264457.47
1702,217462.85
1703,220608.81
1704,274165.06
1705,235642.87
1706,338996.31
1707,196904.73
1708,199523.12
1709,264504.07
1710,231055.28
1711,269381.09
1712,259396.52
1713,259143.2
1714,216337.76
1715,197237.98
1716,184203.02
1717,186097.85
1718,129159.13
1719,199220.33
1720,224798.12
1721,157866.79
1722,114444.85
1723,152329.49
1724,208664.87
1725,240092.23
1726,181258.5
1727,149771.03
1728,168284.17
1729,174406.95
1730,172906.07
1731,117013.03
1732,132008.47
1733,113480.39
1734,119882.64
1735,126869.37
1736,107328.89
1737,325720.51
1738,266063.63
1739,266374.84
1740,224039.21
1741,197969.99
1742,166255.74
1743,173171.12
1744,323591.32
1745,209727.82
1746,184738.98
1747,213909.52
1748,227087.61
1749,140034.85
1750,118520.33
1751,261195.71
1752,124012.84
1753,145539.63
1754,190419.19
1755,158645.87
1756,134847.78
1757,121252.78
1758,149357.4
1759,165811.07
1760,158738.93
1761,146091.22
1762,187255.63
1763,172421.37
1764,114653.12
1765,150932.11
1766,187672.53
1767,226347.07
1768,143685.46
1769,178156.22
1770,163116.29
1771,118026.17
1772,130481.87
1773,127584.57
1774,137765.79
1775,147056.98
1776,125749.72
1777,111099.87
1778,142521.07
1779,126897.73
1780,159377.46
1781,125027.81
1782,95209.03
1783,144683.88
1784,116411.91
1785,106145.75
1786,165436.0
1787,179474.4
1788,63109.25
1789,102206.03
1790,79099.27
1791,204522.95
1792,150258.8
1793,126809.54
1794,166488.07
1795,134626.85
1796,135975.16
1797,108181.66
1798,124438.2
1799,114899.66
1800,121651.92
1801,127679.33
1802,148387.01
1803,145518.84
1804,135838.85
1805,139552.36
1806,128906.9
1807,135704.82
1808,120222.64
1809,117885.22
1810,140664.42
1811,85529.96
1812,92928.13
1813,124743.28
1814,95228.0
1815,58595.14
1816,94270.22
1817,106226.12
1818,144767.41
1819,118889.86
1820,57590.89
1821,117846.64
1822,154007.27
1823,49275.85
1824,124838.33
1825,141619.9
1826,98816.08
1827,92082.12
1828,129736.65
1829,126583.99
1830,149141.33
1831,146587.73
1832,72371.82
1833,138525.89
1834,116732.4
1835,110696.6
1836,124619.69
1837,81096.29
1838,116358.84
1839,120962.69
1840,142066.01
1841,130579.93
1842,94770.53
1843,130372.33
1844,144347.84
1845,146872.15
1846,145259.69
1847,158849.51
1848,56425.29
1849,116802.39
1850,122005.03
1851,144347.14
1852,135164.53
1853,128486.04
1854,156109.78
1855,136755.23
1856,236924.81
1857,127776.02
1858,132329.71
1859,117064.44
1860,141894.3
1861,116820.49
1862,364073.74
1863,340982.3
1864,340997.61
1865,332132.15
1866,313710.35
1867,234833.78
1868,293712.68
1869,211210.39
1870,226695.42
1871,260763.59
1872,172592.7
1873,247948.12
1874,160066.86
1875,178927.33
1876,204163.62
1877,204255.79
1878,205690.97
1879,128168.18
1880,132952.62
1881,243117.19
1882,243734.64
1883,177687.13
1884,196862.39
1885,229337.84
1886,276217.99
1887,214436.27
1888,261258.31
1889,169444.66
1890,124448.86
1891,132913.47
1892,105320.51
1893,132870.62
1894,123661.71
1895,133333.11
1896,130581.54
1897,112677.56
1898,122359.17
1899,135256.97
1900,148659.93
1901,162388.37
1902,129907.11
1903,228265.02
1904,128839.96
1905,182238.73
1906,135663.8
1907,177244.26
1908,116164.32
1909,138172.5
1910,125024.65
1911,210002.39
1912,325925.41
1913,152014.44
1914,68024.87
1915,271288.06
1916,60145.99
1917,241690.01
1918,141385.75
1919,174622.47
1920,159723.8
1921,349841.73
1922,285596.93
1923,239900.61
1924,228110.02
1925,193038.99
1926,352536.01
1927,130429.8
1928,155287.43
1929,131301.78
1930,135552.54
1931,149896.6
1932,139200.33
1933,188548.66
1934,181633.89
1935,175924.72
1936,188663.3
1937,185524.6
1938,170089.55
1939,230597.48
1940,179723.62
1941,170939.66
1942,181609.0
1943,212548.85
1944,329256.94
1945,339421.89
1946,125731.34
1947,230101.96
1948,162633.54
1949,224037.03
1950,197370.16
1951,252801.27
1952,207133.75
1953,169067.73
1954,185753.7
1955,130745.02
1956,332271.66
1957,149321.69
1958,315629.72
1959,145928.44
1960,109911.61
1961,126780.41
1962,96788.27
1963,107287.81
1964,101012.61
1965,141729.49
1966,137330.7
1967,276923.51
1968,381282.8
1969,333322.46
1970,355073.39
1971,406698.82
1972,327641.97
1973,277533.37
1974,305178.49
1975,468452.82
1976,270970.46
1977,327494.26
1978,316431.65
1979,306265.12
1980,197721.25
1981,310436.81
1982,219902.92
1983,205263.98
1984,163383.52
1985,239957.77
1986,216306.13
1987,197168.91
1988,177607.14
1989,196469.45
1990,213019.8
1991,233263.74
1992,223276.41
1993,173549.41
1994,228927.18
1995,186742.11
1996,268069.63
1997,288159.12
1998,294604.49
1999,280895.91
2000,339605.22
2001,277279.7
2002,227915.66
2003,251138.05
2004,291046.53
2005,209112.27
2006,226590.62
2007,253110.96
2008,227982.62
2009,197508.79
2010,192164.2
2011,134645.09
2012,175259.41
2013,171356.85
2014,180559.34
2015,191649.34
2016,187451.36
2017,196985.74
2018,121349.57
2019,136845.87
2020,96247.54
2021,98793.02
2022,187567.73
2023,135249.48
2024,277964.34
2025,364225.35
2026,187972.3
2027,164039.06
2028,149193.95
2029,173462.49
2030,260119.33
2031,230466.85
2032,227713.34
2033,244002.5
2034,170795.12
2035,223420.89
2036,198539.52
2037,209219.98
2038,295422.72
2039,224701.72
2040,302476.81
2041,275049.2
2042,206159.53
2043,177773.05
2044,162962.09
2045,210309.22
2046,151133.72
2047,132599.18
2048,143553.14
2049,141072.17
2050,164703.55
2051,102725.34
2052,122028.95
2053,149597.94
2054,99807.1
2055,151918.02
2056,157318.67
2057,107284.7
2058,212217.02
2059,131948.5
2060,169853.15
2061,168953.86
2062,123669.52
2063,121907.89
2064,135209.76
2065,121573.44
2066,165625.31
2067,120419.28
2068,141341.74
2069,89786.9
2070,124938.25
2071,104917.51
2072,144315.61
2073,130313.49
2074,176727.96
2075,147273.73
2076,126043.24
2077,152640.57
2078,120124.06
2079,131613.24
2080,122814.18
2081,123975.6
2082,105926.4
2083,150119.74
2084,120128.91
2085,103230.54
2086,113883.29
2087,117725.86
2088,95417.1
2089,81694.26
2090,121541.27
2091,102973.14
2092,128664.07
2093,103267.26
2094,95523.34
2095,152565.82
2096,88707.21
2097,101641.46
2098,145270.03
2099,65838.58
2100,63829.73
2101,107177.34
2102,129463.4
2103,98679.83
2104,140981.82
2105,129018.97
2106,61311.16
2107,199026.83
2108,115381.67
2109,105323.91
2110,117752.98
2111,119372.92
2112,135927.0
2113,108852.47
2114,112954.54
2115,147417.92
2116,108822.62
2117,145335.76
2118,117992.43
2119,112340.61
2120,118378.84
2121,92040.96
2122,120573.16
2123,87662.74
2124,153370.39
2125,126247.29
2126,142721.66
2127,153742.0
2128,127310.86
2129,87202.6
2130,135625.78
2131,150308.21
2132,108004.18
2133,122624.38
2134,119076.9
2135,102537.19
2136,68779.76
2137,100108.01
2138,123048.96
2139,145117.82
2140,135074.05
2141,168235.49
2142,127178.05
2143,147637.02
2144,102412.11
2145,142021.9
2146,183265.56
2147,143739.61
2148,144665.02
2149,154630.09
2150,238142.6
2151,127240.59
2152,158065.67
2153,171978.08
2154,98839.39
2155,145672.44
2156,255930.56
2157,234090.98
2158,239404.79
2159,215422.28
2160,185282.46
2161,247824.38
2162,378941.69
2163,317521.75
2164,245966.09
2165,197875.78
2166,173665.42
2167,223000.54
2168,176878.4
2169,189399.86
2170,200330.14
2171,153914.63
2172,130172.47
2173,182416.86
2174,224328.48
2175,290258.64
2176,301040.06
2177,238859.98
2178,207492.31
2179,138057.6
2180,204361.49
2181,198529.16
2182,233208.35
2183,195566.38
2184,117544.16
2185,127667.11
2186,162623.67
2187,168514.81
2188,164209.23
2189,322134.35
2190,84502.94
2191,81390.57
2192,91366.49
2193,106451.62
2194,115947.5
2195,106675.48
2196,99389.21
2197,119433.77
2198,157559.89
2199,187977.53
2200,137905.55
2201,132049.82
2202,203339.51
2203,137744.12
2204,159551.4
2205,105954.53
2206,126316.33
2207,223283.85
2208,274483.78
2209,215050.37
2210,125445.34
2211,121048.63
2212,125339.71
2213,105740.21
2214,127091.04
2215,103357.96
2216,137511.34
2217,64095.42
2218,83028.63
2219,78585.35
2220,74297.04
2221,273339.11
2222,242195.11
2223,282439.35
2224,219287.25
2225,125196.9
2226,190699.58
2227,207299.86
2228,271547.25
2229,249379.56
2230,157020.12
2231,212921.06
2232,180304.87
2233,167340.62
2234,242215.71
2235,207939.46
2236,261400.58
2237,309596.55
2238,203311.84
2239,96376.79
2240,155646.45
2241,140291.8
2242,130835.65
2243,133516.53
2244,113443.84
2245,108896.83
2246,129111.81
2247,126511.42
2248,132253.46
2249,125471.5
2250,132995.28
2251,90658.68
2252,185238.66
2253,171386.34
2254,195730.27
2255,191672.83
2256,174882.57
2257,217715.25
2258,166375.29
2259,188948.01
2260,145313.14
2261,182332.88
2262,203110.79
2263,333817.4
2264,428112.76
2265,151086.18
2266,264226.96
2267,331474.77
2268,355535.56
2269,153770.29
2270,195750.74
2271,216081.23
2272,194904.75
2273,165797.48
2274,185781.46
2275,145905.31
2276,183819.16
2277,167580.03
2278,150550.25
2279,115230.64
2280,116683.24
2281,171501.27
2282,179197.42
2283,107130.8
2284,99476.68
2285,144936.81
2286,122763.7
2287,339255.57
2288,268520.47
2289,342296.95
2290,392774.43
2291,302656.14
2292,391179.57
2293,434945.73
2294,355491.47
2295,455048.45
2296,255851.07
2297,319684.49
2298,326246.3
2299,331723.08
2300,299204.3
2301,296389.65
2302,237859.08
2303,235503.5
2304,227215.2
2305,198333.8
2306,186868.2
2307,201347.65
2308,234079.64
2309,253071.12
2310,217165.33
2311,210054.01
2312,168448.22
2313,171230.79
2314,177494.8
2315,183990.73
2316,204992.71
2317,187637.62
2318,178588.45
2319,190911.64
2320,195366.7
2321,256831.43
2322,199887.83
2323,187636.01
2324,197289.05
2325,216511.73
2326,184442.8
2327,203537.77
2328,226831.1
2329,198214.96
2330,188917.71
2331,342139.38
2332,397733.92
2333,315520.85
2334,249298.42
2335,262203.82
2336,301989.71
2337,188463.41
2338,253869.11
2339,220774.04
2340,354942.37
2341,209179.1
2342,227212.65
2343,228585.36
2344,209259.81
2345,217607.12
2346,216100.83
2347,199201.96
2348,237601.16
2349,171737.4
2350,281962.39
2351,241948.19
2352,244298.18
2353,247980.91
2354,139626.16
2355,135458.31
2356,145486.57
2357,191349.24
2358,186864.71
2359,131915.24
2360,118516.8
2361,156851.81
2362,233749.5
2363,140992.89
2364,163911.59
2365,226801.34
2366,207016.82
2367,233561.97
2368,223099.62
2369,216296.85
2370,173776.39
2371,154122.05
2372,184190.82
2373,275323.72
2374,298035.8
2375,231455.49
2376,279393.83
2377,319191.11
2378,155385.27
2379,211722.88
2380,134608.42
2381,162901.42
2382,220150.77
2383,214756.91
2384,253238.87
2385,166161.51
2386,128375.24
2387,132419.21
2388,108936.92
2389,119189.93
2390,159521.25
2391,146491.96
2392,117661.35
2393,178313.33
2394,141309.96
2395,210542.66
2396,148186.19
2397,213161.74
2398,133913.26
2399,65524.67
2400,73849.3
2401,116672.51
2402,132926.47
2403,149584.38
2404,152714.75
2405,154346.9
2406,141764.01
2407,123669.15
2408,159335.73
2409,120080.2
2410,176419.51
2411,114167.05
