Id,SalePrice
1461,122397.61
1462,163008.38
1463,179428.49
1464,202103.54
1465,178448.86
1466,176866.05
1467,187511.6
1468,169082.83
1469,180114.94
1470,121486.56
1471,182355.06
1472,95460.63
1473,97199.62
1474,146919.5
1475,112527.56
1476,359628.53
1477,245660.4
1478,267693.87
1479,268310.83
1480,509036.68
1481,312594.81
1482,211916.3
1483,175453.6
1484,172035.59
1485,192467.38
1486,193396.85
1487,316376.37
1488,234959.93
1489,193395.79
1490,232246.3
1491,192682.67
1492,88767.22
1493,197871.26
1494,304070.74
1495,287893.85
1496,242428.02
1497,180608.21
1498,167869.25
1499,158361.05
1500,157055.37
1501,181840.15
1502,148392.6
1503,294990.57
1504,253166.81
1505,233586.76
1506,189340.91
1507,246453.31
1508,204360.36
1509,162458.56
1510,149037.8
1511,148744.36
1512,173051.73
1513,152985.61
1514,154177.28
1515,200318.44
1516,152533.49
1517,166496.91
1518,133521.11
1519,219830.17
1520,131170.88
1521,133588.53
1522,182299.07
1523,116433.22
1524,123228.13
1525,121003.6
1526,115749.57
1527,107125.84
1528,135962.45
1529,149148.22
1530,199041.18
1531,114400.18
1532,98480.97
1533,141406.66
1534,124255.12
1535,138540.53
1536,105835.78
1537,64585.71
1538,158099.0
1539,183355.41
1540,90483.8
1541,143654.56
1542,125186.65
1543,184061.75
1544,83122.0
1545,114924.38
1546,135269.82
1547,127704.85
1548,136304.55
1549,120341.49
1550,132192.67
1551,106478.53
1552,139991.65
1553,139144.1
1554,120451.98
1555,158097.89
1556,86982.7
1557,100069.61
1558,99924.55
1559,76000.83
1560,133746.35
1561,125148.71
1562,130788.94
1563,118042.96
1564,152824.24
1565,145320.01
1566,244115.77
1567,77794.99
1568,226812.15
1569,132692.35
1570,151072.12
1571,123213.27
1572,146164.58
1573,246493.29
1574,109125.18
1575,234155.45
1576,263631.74
1577,195598.68
1578,151911.61
1579,149101.56
1580,192559.26
1581,160701.22
1582,127221.25
1583,321866.43
1584,235182.08
1585,142548.73
1586,74433.47
1587,104439.13
1588,156015.63
1589,96120.83
1590,136075.79
1591,95691.39
1592,110474.09
1593,123603.36
1594,125992.41
1595,95310.51
1596,212256.62
1597,167855.46
1598,202781.72
1599,176448.45
1600,167053.04
1601,64893.88
1602,108021.72
1603,75987.59
1604,255086.92
1605,254931.38
1606,171744.5
1607,174243.89
1608,225411.22
1609,179106.68
1610,158386.49
1611,137222.55
1612,174276.07
1613,175707.02
1614,126069.92
1615,94670.48
1616,74886.57
1617,96387.41
1618,131069.42
1619,150671.14
1620,156462.9
1621,141695.64
1622,144801.38
1623,273906.29
1624,222912.77
1625,121961.0
1626,174710.04
1627,188658.21
1628,284830.12
1629,185513.98
